,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redFirstBlood,redEliteMonsters,redHeralds,redTowersDestroyed,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
5246,1,16,4,0,8,7,0,0,0,7.4,228,55,16,4,1,1,0,0,6.6,198,47
5247,1,18,4,0,7,6,0,0,0,7.0,222,44,14,1,1,0,0,0,6.8,221,32
5248,1,54,4,1,7,3,0,0,0,7.4,233,53,14,2,0,2,1,0,6.8,236,46
5249,1,17,8,1,10,5,0,0,0,6.8,206,52,18,5,0,0,0,0,6.4,215,36
5250,0,16,6,1,4,8,0,0,1,6.4,218,36,16,3,0,1,0,0,7.0,224,52
5251,0,17,0,0,1,10,0,0,0,6.4,177,48,33,3,1,2,1,0,7.4,234,56
5252,1,12,1,1,8,5,1,0,0,7.2,238,68,37,0,0,0,0,0,7.2,225,60
5253,0,15,2,0,2,7,0,0,0,6.8,219,64,15,3,1,2,1,0,7.2,231,44
5254,0,13,3,0,6,8,1,1,1,6.6,205,59,17,3,1,0,0,0,7.0,209,46
5255,0,17,1,1,4,6,1,0,0,7.2,228,73,12,2,0,0,0,0,6.6,225,37
5256,0,13,1,0,6,2,0,0,0,6.8,218,48,16,1,1,1,0,0,6.8,218,49
5257,0,15,0,0,3,5,0,0,0,7.2,233,56,14,4,1,1,0,0,7.2,249,48
5258,0,40,0,0,7,8,1,0,0,7.0,202,59,14,1,1,1,1,0,7.4,236,56
5259,0,14,2,0,4,8,0,0,0,7.0,217,51,20,3,1,0,0,0,7.4,228,44
5260,0,18,2,0,7,8,1,0,0,6.6,229,40,16,3,1,1,1,0,6.8,190,56
5261,0,14,1,1,5,5,0,0,0,6.6,230,40,13,1,0,1,0,0,7.0,233,56
5262,0,16,4,1,8,2,1,1,0,7.4,219,63,18,0,0,1,0,0,6.8,207,60
5263,1,41,1,1,7,3,1,0,0,7.4,252,64,14,3,0,1,1,0,6.8,187,53
5264,0,14,1,0,1,3,0,0,0,6.6,205,64,14,5,1,1,0,0,7.0,232,48
5265,0,66,2,1,8,8,0,0,0,6.8,188,56,15,1,0,1,0,0,6.6,191,57
5266,1,13,2,0,12,3,1,0,0,7.4,228,61,17,2,1,0,0,0,6.4,217,35
5267,1,14,3,1,12,4,1,0,0,7.4,210,50,12,2,0,0,0,0,6.4,219,36
5268,1,17,2,0,6,4,1,0,0,7.0,231,44,16,2,1,1,1,0,7.0,242,56
5269,0,19,2,0,5,6,0,0,0,6.8,224,40,16,3,1,1,0,0,6.8,192,48
5270,0,12,2,0,5,8,0,0,0,6.6,203,43,11,0,1,2,1,0,6.8,225,41
5271,0,14,0,0,5,9,0,0,0,6.6,196,48,15,0,1,2,1,0,7.4,249,67
5272,1,20,4,1,8,4,1,0,0,6.6,196,62,22,7,0,0,0,0,6.4,219,42
5273,0,15,2,1,12,8,0,0,0,6.8,189,32,18,4,0,1,0,0,6.8,190,47
5274,0,19,4,1,6,10,0,0,0,7.0,243,43,17,4,0,0,0,0,7.2,207,52
5275,1,17,3,0,5,5,0,0,0,7.2,235,67,15,4,1,1,0,0,7.2,235,72
5276,0,20,3,0,4,10,1,0,0,6.4,176,45,14,3,1,1,1,0,7.2,199,52
5277,1,15,6,0,6,1,2,1,1,7.0,226,52,20,5,1,0,0,0,6.4,198,48
5278,0,19,5,0,7,6,0,0,0,6.6,187,45,16,6,1,0,0,0,6.6,220,40
5279,0,43,3,0,2,3,1,0,0,7.0,213,56,14,2,1,0,0,0,7.0,240,58
5280,0,17,4,0,3,10,0,0,0,6.4,194,37,17,3,1,1,0,0,7.4,220,46
5281,1,17,2,0,8,8,0,0,0,7.4,243,52,21,3,1,1,0,0,6.6,197,43
5282,0,19,3,0,10,6,0,0,0,7.0,219,30,16,3,1,0,0,0,6.6,225,39
5283,0,16,0,0,2,10,0,0,0,6.2,170,47,14,5,1,2,1,2,7.2,253,43
5284,1,11,2,1,8,3,1,0,0,7.0,235,52,34,0,0,0,0,0,7.2,232,48
5285,1,38,4,0,7,1,1,0,0,7.2,238,55,17,21,1,1,1,0,7.0,254,55
5286,0,18,2,0,3,11,0,0,0,6.4,170,44,13,3,1,1,0,0,7.2,231,48
5287,1,12,4,0,9,10,1,1,2,7.0,196,36,12,4,1,1,0,0,6.8,203,44
5288,1,15,2,1,8,2,0,0,0,7.2,218,40,12,0,0,1,0,0,7.0,233,76
5289,1,23,4,1,13,7,0,0,0,7.0,217,52,45,0,0,0,0,0,6.8,177,56
5290,0,41,2,0,5,5,0,0,0,6.4,218,39,12,2,1,1,0,0,6.6,170,36
5291,1,18,4,0,4,6,0,0,0,7.2,237,52,26,5,1,0,0,0,6.8,221,52
5292,0,16,4,0,4,6,0,0,0,6.6,214,38,31,3,1,1,0,0,6.8,208,59
5293,1,21,2,1,7,2,1,0,0,7.2,232,36,149,2,0,0,0,0,6.6,230,52
5294,1,16,3,0,8,6,1,0,0,7.0,223,64,36,2,1,1,1,1,6.8,201,48
5295,0,20,5,1,8,6,1,0,0,6.8,232,47,19,1,0,0,0,0,6.8,206,48
5296,0,13,3,0,1,3,0,0,0,6.8,199,60,18,4,1,1,0,0,7.2,269,48
5297,0,15,1,1,4,4,1,0,0,6.6,217,56,46,3,0,0,0,0,7.0,214,49
5298,0,25,4,0,8,4,1,1,0,7.0,231,52,16,2,1,0,0,0,6.4,211,40
5299,0,20,3,1,5,5,0,0,0,7.4,227,52,33,2,0,1,0,0,7.4,216,64
5300,1,19,3,1,8,6,0,0,0,6.8,199,68,13,2,0,2,1,0,6.8,218,55
5301,1,30,2,1,7,3,1,1,0,7.2,230,64,20,3,0,0,0,0,6.6,220,36
5302,1,18,1,1,10,2,1,0,1,7.2,251,60,13,2,0,0,0,0,6.4,196,50
5303,1,15,3,1,4,2,1,0,0,6.8,209,47,43,2,0,1,1,1,6.8,206,45
5304,1,14,3,1,5,5,0,0,0,6.8,242,35,15,3,0,0,0,0,6.8,234,24
5305,1,47,1,0,7,5,0,0,0,6.8,196,32,18,1,1,1,0,0,6.8,199,58
5306,0,19,5,0,8,7,0,0,0,6.8,233,55,16,3,1,1,0,0,6.8,214,63
5307,0,17,5,0,6,9,0,0,0,6.6,199,48,59,4,1,1,0,0,6.8,223,36
5308,0,14,2,0,2,9,0,0,0,6.6,219,48,16,3,1,2,1,1,7.4,262,68
5309,0,19,8,0,9,10,1,0,0,7.0,211,44,22,3,1,0,0,0,6.6,190,36
5310,0,28,1,0,9,10,1,1,0,7.2,203,52,14,6,1,1,0,0,7.4,223,56
5311,1,16,5,1,7,5,0,0,0,6.4,231,39,43,4,0,0,0,0,6.2,146,40
5312,0,20,4,1,5,8,1,0,0,5.8,164,37,16,3,0,0,0,0,6.6,209,42
5313,1,14,7,1,3,5,1,1,0,7.2,250,51,35,2,0,1,0,0,7.0,203,76
5314,0,19,3,1,6,6,0,0,0,6.6,207,45,17,4,0,0,0,0,7.2,245,66
5315,0,18,1,1,5,6,0,0,0,7.0,217,52,18,4,0,1,0,0,6.8,203,52
5316,1,11,2,1,4,4,1,1,0,7.2,239,56,18,0,0,1,0,1,7.4,243,54
5317,1,58,3,0,9,7,1,0,0,7.2,185,57,16,4,1,0,0,0,6.6,209,52
5318,1,20,5,1,11,8,0,0,0,7.2,225,44,18,1,0,1,0,0,6.8,204,64
5319,0,17,3,1,9,6,0,0,0,7.0,213,40,14,1,0,0,0,0,7.0,231,40
5320,1,18,4,0,4,3,1,0,0,7.0,216,49,17,2,1,0,0,0,6.8,223,42
5321,1,15,2,1,11,6,0,0,0,7.2,220,60,17,0,0,0,0,0,6.2,155,32
5322,1,38,3,0,10,10,2,1,1,7.2,222,51,16,4,1,0,0,0,7.2,219,56
5323,0,17,2,0,5,8,0,0,0,6.8,177,37,37,4,1,1,0,0,7.0,219,52
5324,0,18,2,0,2,7,1,1,0,6.2,160,56,15,4,1,1,0,0,6.6,193,75
5325,0,14,3,1,10,4,0,0,0,7.6,262,56,52,4,0,0,0,0,6.8,205,52
5326,1,16,3,0,6,2,0,0,0,7.0,247,47,52,4,1,1,0,0,6.8,231,60
5327,1,11,2,0,4,7,0,0,0,6.8,225,48,15,2,1,1,0,0,7.0,196,65
5328,0,15,2,0,4,7,1,0,0,6.4,205,38,21,3,1,1,1,1,7.0,211,41
5329,0,38,3,0,4,7,0,0,0,7.2,208,68,15,1,1,2,1,1,7.0,217,68
5330,0,20,1,1,8,8,0,0,0,7.0,191,44,17,6,0,1,0,0,7.0,193,62
5331,0,17,4,0,7,5,0,0,0,7.0,220,67,17,4,1,1,0,0,6.6,211,52
5332,1,18,0,0,9,8,1,0,0,7.0,212,52,73,4,1,0,0,0,7.0,191,47
5333,1,16,2,1,12,6,1,0,0,7.6,242,48,34,1,0,0,0,0,6.8,197,64
5334,0,17,5,1,7,8,0,0,0,6.6,203,47,21,5,0,1,0,0,7.0,208,40
5335,1,16,5,0,5,1,1,0,0,7.2,250,52,20,4,1,0,0,0,7.0,239,52
5336,0,9,2,1,6,5,1,1,0,7.0,238,61,17,1,0,1,0,0,7.2,235,51
5337,1,15,1,1,9,4,0,0,0,7.0,236,28,39,1,0,0,0,0,6.6,175,43
5338,0,15,2,0,7,7,0,0,0,7.0,226,60,15,1,1,2,1,0,6.8,188,56
5339,1,80,15,1,10,6,0,0,0,7.0,204,47,34,2,0,0,0,0,6.8,196,40
5340,1,15,1,1,7,0,1,0,0,7.2,236,64,13,0,0,0,0,0,6.2,193,44
5341,0,16,2,0,2,7,1,1,0,7.0,229,56,16,2,1,1,0,0,7.0,227,62
5342,1,52,3,0,8,5,2,1,0,7.0,234,71,15,2,1,0,0,0,7.0,226,56
5343,1,37,3,0,1,5,1,1,0,6.8,251,55,16,3,1,1,0,1,7.0,215,44
5344,0,16,1,1,5,1,1,0,0,7.2,221,60,13,2,0,0,0,0,6.2,182,42
5345,0,17,3,1,6,5,0,0,0,7.0,251,64,123,1,0,2,1,0,6.6,190,52
5346,0,33,5,1,4,4,1,0,0,6.8,235,53,18,2,0,1,1,1,7.0,237,54
5347,1,16,5,0,6,8,1,0,0,7.0,207,48,23,6,1,1,1,0,7.0,235,56
5348,0,18,3,0,1,5,1,0,0,7.0,233,72,12,3,1,0,0,0,7.0,206,48
5349,1,17,4,1,11,2,1,1,0,7.6,244,60,16,4,0,0,0,0,6.8,230,60
5350,1,38,4,1,5,7,1,0,0,6.8,205,44,15,4,0,0,0,0,6.8,219,53
5351,0,37,5,0,2,9,0,0,0,6.8,208,44,20,1,1,0,0,0,7.2,260,59
5352,0,13,3,0,5,5,0,0,0,6.8,206,55,15,2,1,0,0,0,7.0,199,52
5353,1,12,3,1,15,4,0,0,1,7.2,250,28,15,0,0,0,0,0,6.2,164,54
5354,1,17,3,0,9,9,1,0,0,7.0,219,33,16,1,1,0,0,0,6.6,190,42
5355,1,14,4,0,13,6,1,1,0,7.4,240,56,19,1,1,1,0,0,7.0,235,72
5356,1,18,5,0,0,3,0,0,0,6.8,229,54,17,4,1,0,0,0,6.8,221,51
5357,0,16,0,0,3,4,1,1,0,6.8,208,59,17,1,1,0,0,0,6.6,197,40
5358,0,15,5,0,5,8,0,0,0,6.6,230,43,72,3,1,1,0,0,6.8,186,42
5359,0,34,0,0,8,10,1,0,0,6.8,171,66,14,3,1,0,0,0,6.8,214,49
5360,1,19,3,1,4,2,1,1,0,6.8,216,65,20,4,0,1,0,0,6.6,215,60
5361,1,13,3,0,6,10,1,0,0,7.0,226,56,16,5,1,0,0,0,7.0,253,52
5362,1,21,4,0,7,7,0,0,0,7.0,225,60,18,3,1,0,0,0,6.8,224,48
5363,1,16,3,1,6,7,1,0,0,7.2,226,63,15,1,0,0,0,0,6.8,195,44
5364,1,15,2,1,11,3,1,0,0,7.2,208,44,13,0,0,0,0,0,7.0,221,57
5365,1,16,6,0,8,5,0,0,0,6.8,216,52,20,0,1,0,0,0,6.6,176,40
5366,0,20,1,0,3,5,0,0,0,6.2,180,36,16,1,1,2,1,0,6.4,161,48
5367,1,11,3,0,10,6,1,1,0,7.4,246,52,14,3,1,1,0,0,6.8,185,67
5368,1,14,4,0,9,6,1,1,0,7.4,214,52,37,3,1,0,0,0,6.6,181,45
5369,1,17,2,0,6,6,0,0,0,6.8,216,55,16,3,1,1,0,0,6.8,217,38
5370,1,39,6,1,6,3,1,0,0,7.2,205,61,18,2,0,1,1,0,6.8,204,48
5371,0,22,3,0,4,7,1,1,0,7.0,234,47,17,3,1,1,0,0,7.2,264,53
5372,1,15,2,1,5,5,1,0,0,6.8,221,56,14,4,0,0,0,0,7.0,240,54
5373,0,17,3,1,7,6,0,0,0,7.0,198,60,15,1,0,1,0,0,7.0,224,60
5374,1,15,2,1,10,4,1,0,0,7.4,238,59,12,1,0,0,0,0,6.6,199,32
5375,1,13,1,1,11,1,1,0,1,7.6,209,68,13,0,0,0,0,0,6.8,218,56
5376,1,11,2,1,8,3,0,0,0,7.2,231,61,123,2,0,0,0,0,6.4,195,46
5377,1,17,3,0,7,10,1,1,0,6.8,177,51,15,5,1,0,0,1,7.2,236,72
5378,0,105,2,0,3,8,0,0,0,6.8,198,56,14,2,1,1,0,0,7.2,220,64
5379,0,19,2,1,6,7,0,0,0,6.8,190,48,16,4,0,2,1,0,7.2,220,47
5380,1,29,1,1,3,6,2,1,0,6.6,201,44,21,2,0,0,0,0,7.0,233,51
5381,0,83,2,1,5,5,0,0,0,7.0,225,50,38,3,0,1,0,0,6.8,225,47
5382,0,15,0,1,7,8,0,0,0,6.8,228,34,10,3,0,1,0,0,6.8,174,56
5383,0,16,3,0,3,16,0,0,0,6.4,207,30,17,8,1,1,0,0,7.2,233,47
5384,0,20,22,0,3,11,0,0,0,5.8,164,39,40,3,1,1,0,0,7.2,239,57
5385,0,45,18,1,8,9,0,0,0,6.8,226,39,47,4,0,0,0,0,6.8,227,48
5386,1,21,2,0,3,4,0,0,0,6.8,212,37,14,6,1,1,0,0,6.8,240,60
5387,0,22,2,0,12,9,1,1,0,6.8,208,56,12,2,1,0,0,0,6.4,180,47
5388,0,16,7,0,4,9,1,1,0,6.4,219,45,20,6,1,1,0,0,6.8,214,44
5389,1,16,2,1,11,4,1,0,0,7.6,237,52,44,2,0,0,0,0,6.6,187,50
5390,1,25,2,0,11,5,1,1,1,7.0,204,44,17,1,1,1,0,0,6.8,205,52
5391,0,15,3,0,7,9,0,0,0,6.8,206,46,41,3,1,1,0,0,7.6,243,75
5392,1,15,4,0,9,7,0,0,0,7.2,216,58,169,1,1,0,0,0,7.0,190,41
5393,1,15,2,1,6,3,1,0,0,7.4,251,73,39,3,0,0,0,0,6.8,196,54
5394,1,18,3,0,3,7,0,0,0,6.4,203,21,48,8,1,0,0,0,7.2,256,53
5395,1,16,4,0,11,2,1,0,0,7.2,221,52,18,2,1,1,1,0,6.6,218,53
5396,1,12,3,0,4,7,1,0,0,7.0,229,52,24,0,1,0,0,0,7.2,244,49
5397,0,36,5,0,2,7,1,1,0,7.0,236,59,14,6,1,1,0,0,7.4,236,40
5398,1,18,2,1,9,6,1,0,0,7.2,210,60,12,2,0,0,0,0,7.0,212,56
5399,1,17,2,0,4,7,0,0,0,7.0,240,57,12,1,1,0,0,0,6.8,208,57
5400,1,17,5,1,9,1,1,0,1,7.2,253,56,14,2,0,1,1,0,6.6,215,56
5401,0,18,6,1,11,5,2,1,0,7.0,191,48,19,2,0,0,0,0,6.4,185,24
5402,0,12,2,0,3,8,1,0,0,6.6,203,55,14,1,1,0,0,1,6.8,241,45
5403,0,81,0,1,3,2,1,1,0,7.2,251,56,15,2,0,1,0,0,7.0,255,76
5404,0,16,3,0,2,6,0,0,0,6.8,215,28,17,3,1,1,1,0,7.0,193,50
5405,1,14,2,1,9,3,1,0,0,7.2,260,49,16,2,0,0,0,0,6.4,196,24
5406,1,21,4,1,10,3,2,1,0,7.2,235,47,16,4,0,0,0,0,6.6,200,40
5407,1,17,3,1,6,5,0,0,0,7.0,233,62,16,4,0,1,0,0,7.4,224,62
5408,0,16,4,0,10,5,1,1,0,7.4,235,48,17,1,1,1,0,0,7.0,215,44
5409,1,13,4,1,12,7,1,0,0,7.2,219,60,17,1,0,0,0,0,7.0,200,39
5410,0,17,1,0,4,5,1,0,0,7.2,233,60,14,3,1,0,0,0,7.0,236,45
5411,1,55,2,1,7,2,1,0,0,7.2,229,52,16,1,0,0,0,0,6.8,219,50
5412,1,31,2,1,12,11,0,0,0,7.2,220,43,14,3,0,2,1,0,7.2,183,48
5413,0,10,3,0,4,9,2,1,0,7.2,246,71,37,1,1,0,0,0,7.2,204,43
5414,0,17,2,0,5,7,1,1,0,6.8,206,45,42,6,1,1,0,0,7.4,242,50
5415,0,17,3,1,8,7,2,1,0,7.0,209,51,21,4,0,0,0,0,7.0,217,36
5416,0,18,4,1,5,5,0,0,0,7.0,245,59,22,2,0,2,1,0,7.0,257,56
5417,0,16,4,0,4,9,0,0,0,6.6,226,46,18,4,1,1,1,0,6.8,227,39
5418,0,16,4,0,3,5,0,0,0,6.2,174,44,22,5,1,1,0,0,7.0,242,43
5419,1,17,0,1,4,5,1,0,0,6.8,234,53,14,1,0,0,0,0,7.0,206,54
5420,0,14,7,0,3,6,0,0,0,7.0,231,59,20,3,1,2,1,0,7.0,244,44
5421,0,14,3,1,8,3,1,0,0,6.8,178,44,16,2,0,0,0,0,6.8,227,56
5422,0,17,4,0,7,8,1,0,0,7.0,204,47,17,3,1,0,0,0,6.8,215,44
5423,1,19,4,1,8,7,2,1,0,7.0,227,65,17,4,0,0,0,0,7.2,226,48
5424,0,18,1,0,0,8,0,0,0,6.2,208,52,16,2,1,1,0,0,7.4,242,40
5425,0,16,5,1,9,7,1,0,0,7.2,231,49,46,4,0,0,0,0,6.6,192,40
5426,0,13,4,1,6,5,0,0,0,6.8,216,48,20,1,0,1,0,0,6.8,208,46
5427,1,43,4,0,5,8,0,0,0,7.4,240,64,16,5,1,1,0,0,7.2,234,48
5428,1,16,3,0,8,8,2,1,0,6.6,202,40,14,5,1,0,0,0,6.2,201,8
5429,1,14,1,1,9,4,0,0,0,7.0,205,56,13,0,0,1,0,0,7.0,199,72
5430,1,82,4,1,9,5,2,1,0,7.2,200,52,18,2,0,0,0,0,6.8,230,52
5431,1,14,0,1,10,9,0,0,0,6.8,188,40,12,3,0,0,0,0,7.0,212,44
5432,1,16,1,1,12,13,0,0,0,6.8,162,41,16,3,0,1,0,0,7.6,252,48
5433,0,15,1,1,6,6,1,1,0,6.8,223,45,20,2,0,1,0,0,7.4,216,59
5434,1,17,2,0,9,7,1,0,0,6.6,233,40,17,3,1,0,0,0,6.8,191,38
5435,1,15,5,0,4,3,0,0,0,7.2,225,64,17,2,1,2,1,0,7.0,197,48
5436,0,12,2,0,6,15,0,0,0,6.4,175,45,16,3,1,1,1,0,7.4,233,46
5437,0,19,2,0,2,8,0,0,0,6.6,198,43,17,4,1,1,0,0,7.2,229,55
5438,1,15,1,1,5,3,1,0,0,7.0,241,48,42,1,0,0,0,0,7.2,219,73
5439,1,15,3,1,2,3,1,0,0,6.4,234,35,16,1,0,1,1,0,7.0,241,48
5440,1,16,1,1,7,2,1,1,0,7.0,221,40,13,2,0,1,0,0,6.6,208,64
5441,0,11,1,1,4,5,2,1,0,6.6,208,59,11,1,0,0,0,0,7.2,210,65
5442,1,14,4,1,4,4,1,1,0,7.2,224,66,164,2,0,1,0,0,7.0,208,68
5443,0,18,8,0,0,7,0,0,0,6.2,199,59,17,6,1,1,0,0,7.2,253,58
5444,1,18,2,1,11,4,1,0,0,7.2,212,60,17,2,0,0,0,0,6.2,184,56
5445,0,16,3,1,2,5,1,0,0,6.8,220,63,13,1,0,0,0,0,7.4,253,56
5446,1,18,5,1,5,1,1,0,0,7.0,241,60,42,4,0,0,0,0,7.0,234,48
5447,0,15,2,1,2,7,0,0,0,6.8,225,44,39,5,0,0,0,0,7.4,231,60
5448,1,13,3,1,11,8,1,0,0,6.6,206,46,16,0,0,0,0,0,6.4,183,45
5449,0,17,1,1,2,4,1,0,0,6.8,235,47,16,4,0,1,1,0,7.0,207,39
5450,1,16,5,1,4,3,0,0,0,6.8,240,47,28,3,0,0,0,0,6.8,220,41
5451,0,123,2,1,5,7,0,0,0,7.2,235,57,65,1,0,1,0,0,7.0,223,63
5452,0,29,0,0,5,6,0,0,0,6.8,210,51,35,1,1,1,0,0,7.0,216,52
5453,1,18,3,1,8,10,0,0,0,7.0,218,33,56,7,0,1,1,0,7.0,210,54
5454,0,15,2,0,0,4,0,0,0,6.6,230,52,38,2,1,1,0,0,7.6,263,69
5455,0,16,0,1,7,4,1,0,0,6.6,201,40,9,3,0,0,0,0,6.8,251,52
5456,0,18,2,0,5,5,0,0,0,6.8,198,48,14,3,1,0,0,0,6.8,242,44
5457,0,15,1,0,6,10,0,0,0,6.6,147,40,20,4,1,2,1,1,7.0,237,55
5458,0,105,1,1,6,6,1,1,0,6.8,236,56,13,4,0,1,0,0,7.0,223,55
5459,0,22,4,0,6,12,0,0,0,6.8,201,48,68,3,1,0,0,0,7.0,199,52
5460,0,16,3,0,4,5,0,0,0,6.8,203,48,16,2,1,1,0,0,6.8,233,48
5461,1,18,2,1,18,6,2,1,0,7.6,243,56,9,2,0,0,0,0,7.2,176,42
5462,1,17,5,0,5,3,1,0,0,6.8,230,45,14,2,1,0,0,0,7.0,203,59
5463,1,12,1,0,6,8,1,1,1,7.0,231,65,12,3,1,1,0,0,7.0,194,56
5464,1,18,1,0,8,5,1,0,0,7.0,192,46,15,2,1,0,0,0,6.6,225,52
5465,0,15,3,0,1,5,0,0,0,6.4,214,53,15,3,1,2,1,1,7.0,276,47
5466,1,14,2,1,14,3,1,0,1,7.6,251,54,15,2,0,0,0,0,6.6,202,34
5467,1,13,14,1,6,2,0,0,0,7.4,222,57,62,2,0,1,0,0,7.2,237,60
5468,1,12,2,0,5,9,1,0,0,6.4,188,44,15,3,1,1,1,0,7.2,218,63
5469,1,24,4,0,7,5,2,1,0,6.8,186,62,15,4,1,0,0,0,6.6,228,41
5470,0,12,2,1,7,8,1,0,0,6.6,193,48,12,0,0,0,0,1,7.2,189,62
5471,0,20,3,0,3,8,0,0,0,6.2,193,44,39,1,1,2,1,0,7.2,246,48
5472,1,17,2,1,5,5,2,1,0,7.0,203,56,15,2,0,0,0,0,6.6,212,48
5473,0,16,1,0,5,5,0,0,0,7.2,191,51,15,1,1,1,0,0,7.0,216,44
5474,0,14,3,1,2,5,0,0,0,6.8,228,56,13,3,0,1,0,0,7.0,246,58
5475,0,15,2,0,7,7,1,0,0,7.0,207,52,106,1,1,0,0,0,7.0,207,49
5476,1,14,2,1,6,4,0,0,0,7.2,231,46,17,3,0,1,0,0,7.0,212,67
5477,1,14,2,0,9,5,0,0,0,7.2,225,48,16,1,1,1,0,0,6.8,238,48
5478,0,20,5,0,4,9,1,0,0,6.8,225,56,16,2,1,1,1,0,7.2,238,68
5479,0,16,2,1,6,4,1,0,0,7.0,215,51,25,2,0,0,0,0,6.8,207,56
5480,0,18,3,0,7,7,0,0,0,7.0,198,54,12,2,1,0,0,0,6.6,200,47
5481,1,20,15,1,10,7,1,0,0,7.0,190,60,48,1,0,0,0,0,6.6,206,47
5482,0,13,1,1,6,8,0,0,0,6.8,197,50,17,3,0,1,0,0,7.0,206,41
5483,1,14,0,1,5,7,0,0,0,6.6,201,50,19,1,0,0,0,0,6.8,218,31
5484,0,15,2,1,5,7,0,0,0,6.8,206,71,15,2,0,1,0,0,7.2,230,56
5485,0,13,2,0,2,9,1,1,0,6.0,197,40,49,2,1,0,0,0,7.0,205,55
5486,1,42,5,0,6,6,0,0,0,6.8,221,49,18,8,1,1,0,0,6.8,245,45
5487,0,16,0,1,5,9,0,0,0,6.8,190,52,48,6,0,0,0,0,7.0,225,50
5488,1,18,4,0,5,4,1,0,0,6.8,187,56,24,4,1,0,0,0,6.2,204,32
5489,1,60,8,0,5,8,0,0,0,7.0,209,47,55,3,1,1,0,0,7.2,203,60
5490,0,9,2,1,4,2,0,0,0,7.4,214,70,38,0,0,1,0,0,7.2,235,51
5491,1,17,3,0,4,1,1,0,0,7.0,233,44,39,2,1,0,0,0,7.0,214,47
5492,0,23,5,0,5,9,0,0,0,6.6,194,50,19,3,1,1,0,0,7.2,236,44
5493,1,8,1,1,9,8,1,0,0,6.8,180,49,13,1,0,0,0,0,7.2,193,63
5494,1,70,3,1,9,5,1,0,0,6.8,219,40,13,2,0,0,0,0,7.0,224,58
5495,0,89,3,0,2,8,0,0,0,6.4,228,48,16,3,1,1,0,0,7.6,211,53
5496,0,22,7,0,7,8,0,0,0,7.2,246,48,53,5,1,2,1,0,7.4,225,64
5497,0,36,3,0,2,9,1,0,0,6.6,195,41,16,2,1,1,1,1,7.8,262,56
5498,0,15,5,1,5,6,0,0,0,6.8,222,54,23,3,0,2,1,0,6.8,248,51
5499,1,14,1,0,3,6,0,0,0,6.0,197,32,14,4,1,0,0,0,6.8,233,49
5500,1,18,2,1,16,10,1,0,0,6.8,175,46,17,1,0,0,0,0,6.8,182,37
5501,1,16,3,0,4,5,0,0,0,6.8,200,56,17,0,1,1,0,0,7.2,273,60
5502,1,17,1,0,3,5,0,0,0,6.2,194,52,18,6,1,1,0,0,6.8,243,48
5503,1,15,3,1,9,1,0,0,0,7.0,233,52,16,2,0,0,0,0,6.6,206,51
5504,1,18,3,1,4,8,1,1,0,7.0,210,58,17,6,0,1,0,0,7.2,248,52
5505,1,12,3,1,6,4,2,1,0,6.8,235,43,12,0,0,0,0,0,6.6,166,56
5506,0,16,1,1,5,7,0,0,0,6.4,153,44,117,3,0,1,0,0,7.0,227,52
5507,1,14,0,0,5,8,0,0,0,7.0,203,43,17,1,1,1,0,0,7.2,262,68
5508,0,21,3,0,8,8,0,0,0,7.2,213,53,20,5,1,1,0,0,7.0,230,62
5509,0,94,3,1,6,9,1,0,0,6.6,208,48,14,5,0,0,0,0,7.0,239,52
5510,1,25,7,0,4,6,1,0,0,6.8,235,53,17,4,1,0,0,0,7.0,238,42
5511,0,19,3,0,6,10,1,0,0,6.6,177,36,16,2,1,0,0,0,7.2,237,57
5512,0,11,0,1,3,13,0,0,0,6.2,174,36,13,1,0,1,0,0,7.6,250,61
5513,0,12,5,1,7,3,0,0,0,7.2,236,46,18,4,0,2,1,0,6.8,231,69
5514,0,11,4,1,3,5,0,0,0,7.0,230,40,103,1,0,1,0,0,7.0,222,56
5515,0,14,3,1,6,7,0,0,0,7.0,232,47,15,1,0,1,0,0,7.2,222,60
5516,1,19,3,1,4,9,0,0,0,6.4,226,37,19,3,0,1,0,0,6.6,180,46
5517,1,69,3,0,10,5,1,0,0,7.0,231,39,14,3,1,1,1,0,6.8,191,60
5518,0,15,4,1,6,7,0,0,0,6.4,204,36,17,4,0,1,0,0,6.4,192,45
5519,1,18,5,1,8,3,0,0,0,7.4,251,59,15,4,0,1,0,0,7.0,233,44
5520,1,17,1,0,9,4,1,1,0,7.4,270,51,14,2,1,1,0,0,6.8,202,60
5521,0,17,0,0,7,8,0,0,0,6.6,191,44,35,1,1,2,1,0,7.0,204,53
5522,0,11,5,1,9,7,0,0,0,7.0,195,39,49,3,0,0,0,0,6.8,246,28
5523,1,38,4,0,0,4,0,0,0,6.6,228,60,18,3,1,1,0,0,6.6,228,49
5524,0,18,4,1,6,5,0,0,0,7.0,198,46,58,5,0,1,0,0,6.8,192,58
5525,1,43,0,0,7,10,0,0,0,7.2,197,56,17,1,1,2,1,0,7.0,204,52
5526,1,15,3,0,2,4,0,0,0,6.8,219,56,15,4,1,1,0,0,7.0,215,56
